BEANS,,,,,,,,,
BEADZ5.1.2,Adzuki Beans 1.2KG,HTG,6,$6.9,$4.93,N,,Australia,
BEADZ5.25,Adzuki Beans 25kg,Bulk,1,$71.5,,N,,Australia,
BEADZ5.5,Adzuki Beans 5kg,Bulk,1,$17.8,,N,,Australia,
BEBLAT5.5,Black Turtle Beans 5kg,Bulk,1,$19.75,,N,,Canada,
BEBLAT5.25,Black Turtle Beans 25kg,Bulk,1,$81.25,,N,,Canada,
BEBOR5.25,Borlotti Beans 25kg,Bulk,1,$104,,N,,Australia,
BEBOR5.5,Borlotti Beans 5kg,Bulk,1,$24.3,,N,,Australia,
